review_id,hotel_id,hotel_name,city,star_rating,overall_rating,total_reviews,price_per_night_inr,room_size_sqft,number_of_rooms,number_of_floors,year_established,family_friendly,pet_friendly,business_facilities,pool_available,spa_available,primary_crowd_type,cleanliness_score,service_score,food_quality_score,location_score,amenities,nearby_attraction,distance_to_attraction_km,reviewer_name,review_rating,review_date,review_text
REV0293,HTL074,The Metro Grand,Chennai,3,3.5,828,14911,767,389,18,2003,No,Yes,Yes,Yes,No,Mixed,3.3,3.7,3.6,3.6,Airport Shuttle|Free Parking|Kids Club|Restaurant|Spa|Swimming Pool|Concierge|Gym|Rooftop Lounge,Heritage Fort,9.8,Ritu Agarwal,3.5,2024-06-13,The rooftop lounge and restaurant is the highlight of this city hotel. Sitting 22 floors up with a panoramic 360 degree view of the city skyline is something else. We had cocktails and small plates up there every evening. The pool on the rooftop is a gorgeous glass edge pool that gives you a stunning overhead view of the streets below. Food is fusion cuisine and the quality is very high. Perfect for a long weekend city break.
REV0294,HTL074,The Metro Grand,Chennai,3,3.5,828,14911,767,389,18,2003,No,Yes,Yes,Yes,No,Mixed,3.3,3.7,3.6,3.6,Airport Shuttle|Free Parking|Kids Club|Restaurant|Spa|Swimming Pool|Concierge|Gym|Rooftop Lounge,Heritage Fort,9.8,Meera Pillai,3.0,2024-01-09,"Spent 3 nights here entirely focused on wellness. The spa menu is comprehensive with Ayurvedic treatments, deep tissue massages, and couple packages. The pool is kept at a comfortable temperature and the surrounding area is decorated with plants and ambient lighting. Restaurant food is healthy and fresh. The hotel maintains a no-noise policy after 10pm which makes the environment genuinely peaceful. If you want to decompress and recharge, this is the place."
REV0295,HTL074,The Metro Grand,Chennai,3,3.5,828,14911,767,389,18,2003,No,Yes,Yes,Yes,No,Mixed,3.3,3.7,3.6,3.6,Airport Shuttle|Free Parking|Kids Club|Restaurant|Spa|Swimming Pool|Concierge|Gym|Rooftop Lounge,Heritage Fort,9.8,Karan Malhotra,3.7,2024-04-27,The hotel sits right on the lake and every room has a water view. The restaurant is built on a jetty that extends over the lake — dining above still water with mountains reflected in it is a surreal experience. It is not a sea view but the lake view is arguably more beautiful and peaceful. The pool is positioned at the edge of the property with the lake just beyond it. Boat rides are available at sunrise which we highly recommend. Great for couples and nature lovers.
REV0296,HTL075,Golden Sands Resort,Pune,5,4.3,401,12765,754,231,16,2020,Yes,No,No,No,Yes,Mixed,3.6,3.8,4.6,3.1,Bicycle Rental|Pet Friendly|Room Service|Free Parking|Airport Shuttle|Concierge|Gym|Spa,Theme Park,1.9,Divya Choudhary,2.7,2024-11-14,We had our family reunion here with 12 adults and 5 children. The hotel handled our group beautifully. Multiple dining options in the restaurant and poolside snack bar made feeding everyone effortless. The kids had a blast at the pool area which has slides and splash pads. Common areas are well-supervised. Evening cultural performances at the courtyard were a hit with both adults and kids. Rooms were clean and the buffet breakfast was elaborate and fresh.
REV0297,HTL075,Golden Sands Resort,Pune,5,4.3,401,12765,754,231,16,2020,Yes,No,No,No,Yes,Mixed,3.6,3.8,4.6,3.1,Bicycle Rental|Pet Friendly|Room Service|Free Parking|Airport Shuttle|Concierge|Gym|Spa,Theme Park,1.9,Rohan Gupta,5.0,2024-11-05,Traveled here with my family including two kids aged 6 and 10. The hotel was super family-friendly. There is a dedicated kids pool with water slides separate from the adult pool. The kids club ran activities from morning to evening so the children were entertained while we adults relaxed by the main pool. The restaurant had a children's menu with familiar dishes. Rooms were spacious enough for four people comfortably. The hotel is within walking distance of a beach which the kids absolutely loved.
REV0298,HTL075,Golden Sands Resort,Pune,5,4.3,401,12765,754,231,16,2020,Yes,No,No,No,Yes,Mixed,3.6,3.8,4.6,3.1,Bicycle Rental|Pet Friendly|Room Service|Free Parking|Airport Shuttle|Concierge|Gym|Spa,Theme Park,1.9,Neha Bansal,3.1,2024-12-26,Came here specifically for the rooftop sea view restaurant and it exceeded all expectations. The pool is right next to the open-air restaurant terrace so you get that incredible combination of swimming with ocean views and then dining with the same backdrop. The sunset from up there is one of the most beautiful things I have ever seen. Cocktails were creative and the chef curated a fresh catch menu daily. Perfect for couples and honeymooners.
REV0299,HTL076,Blue Lagoon Resort,Delhi,4,4.0,1181,16512,212,422,35,2011,Yes,No,Yes,Yes,Yes,Couples,4.1,3.2,3.2,4.1,Bicycle Rental|Conference Rooms|Bar|Laundry|Airport Shuttle|Kids Club,Zoo,6.2,Vikram Singh,4.0,2024-11-23,"Great hotel for families. The swimming pool has a shallow section for kids and lifeguards are always present which gave us peace of mind. The restaurant serves continental and Indian food and the kitchen accommodated our kids' food preferences without any fuss. The family suite was large with a separate sleeping area for children. Staff was warm and patient with our little ones. The property is clean, safe, and well-maintained. Highly recommend for family vacations."
REV0300,HTL076,Blue Lagoon Resort,Delhi,4,4.0,1181,16512,212,422,35,2011,Yes,No,Yes,Yes,Yes,Couples,4.1,3.2,3.2,4.1,Bicycle Rental|Conference Rooms|Bar|Laundry|Airport Shuttle|Kids Club,Zoo,6.2,Siddharth Roy,2.6,2024-06-23,"Ideal hotel for business travel. Fast internet throughout the property including in all meeting rooms. The executive floor rooms have a dedicated work desk, ergonomic chair, and extra power outlets. The restaurant stays open late which is helpful after evening client dinners. Conference room setup was professional and the AV team was very responsive. Location is central to the business district. The pool and gym helped me maintain my routine during the work week."
REV0301,HTL076,Blue Lagoon Resort,Delhi,4,4.0,1181,16512,212,422,35,2011,Yes,No,Yes,Yes,Yes,Couples,4.1,3.2,3.2,4.1,Bicycle Rental|Conference Rooms|Bar|Laundry|Airport Shuttle|Kids Club,Zoo,6.2,Kavya Iyer,2.6,2024-08-09,"Spent 3 nights here entirely focused on wellness. The spa menu is comprehensive with Ayurvedic treatments, deep tissue massages, and couple packages. The pool is kept at a comfortable temperature and the surrounding area is decorated with plants and ambient lighting. Restaurant food is healthy and fresh. The hotel maintains a no-noise policy after 10pm which makes the environment genuinely peaceful. If you want to decompress and recharge, this is the place."
REV0302,HTL077,Royal Orchid,Mumbai,4,3.5,2063,4718,433,88,21,2013,No,No,No,Yes,Yes,Mixed,3.4,4.6,4.4,4.5,Laundry|Swimming Pool|Pet Friendly|Gym|Spa|Bar,Botanical Garden,4.2,Kavya Iyer,2.6,2024-01-12,Stayed here for 4 nights as a solo traveler on a budget. The hostel-style social vibe was great — easy to meet people. Restaurant serves basic Indian and continental food at very reasonable prices. The pool is small but gets the job done after a hot day of sightseeing. Rooms are clean and the AC worked fine. No luxury amenities but the staff was friendly and the location is excellent. Would stay again.
REV0303,HTL077,Royal Orchid,Mumbai,4,3.5,2063,4718,433,88,21,2013,No,No,No,Yes,Yes,Mixed,3.4,4.6,4.4,4.5,Laundry|Swimming Pool|Pet Friendly|Gym|Spa|Bar,Botanical Garden,4.2,Rohan Gupta,3.2,2024-08-17,"The rooftop restaurant here is absolutely stunning. We had dinner with a full sea view — unobstructed horizon, the sound of waves, and a beautifully lit outdoor dining area. After dinner we took a dip in the rooftop infinity pool which literally overlooks the ocean. The pool and the restaurant are on the same floor so you can switch between dining and swimming effortlessly. Food quality was exceptional, especially the grilled seafood platter. Staff was very attentive. Would recommend this to anyone looking for a sea view dining experience."
REV0304,HTL077,Royal Orchid,Mumbai,4,3.5,2063,4718,433,88,21,2013,No,No,No,Yes,Yes,Mixed,3.4,4.6,4.4,4.5,Laundry|Swimming Pool|Pet Friendly|Gym|Spa|Bar,Botanical Garden,4.2,Siddharth Roy,4.1,2024-02-22,"Great hotel for families. The swimming pool has a shallow section for kids and lifeguards are always present which gave us peace of mind. The restaurant serves continental and Indian food and the kitchen accommodated our kids' food preferences without any fuss. The family suite was large with a separate sleeping area for children. Staff was warm and patient with our little ones. The property is clean, safe, and well-maintained. Highly recommend for family vacations."
REV0305,HTL077,Royal Orchid,Mumbai,4,3.5,2063,4718,433,88,21,2013,No,No,No,Yes,Yes,Mixed,3.4,4.6,4.4,4.5,Laundry|Swimming Pool|Pet Friendly|Gym|Spa|Bar,Botanical Garden,4.2,Rahul Sharma,3.1,2024-08-20,We had our family reunion here with 12 adults and 5 children. The hotel handled our group beautifully. Multiple dining options in the restaurant and poolside snack bar made feeding everyone effortless. The kids had a blast at the pool area which has slides and splash pads. Common areas are well-supervised. Evening cultural performances at the courtyard were a hit with both adults and kids. Rooms were clean and the buffet breakfast was elaborate and fresh.
REV0306,HTL077,Royal Orchid,Mumbai,4,3.5,2063,4718,433,88,21,2013,No,No,No,Yes,Yes,Mixed,3.4,4.6,4.4,4.5,Laundry|Swimming Pool|Pet Friendly|Gym|Spa|Bar,Botanical Garden,4.2,Karan Malhotra,2.9,2024-08-19,Came here specifically for the rooftop sea view restaurant and it exceeded all expectations. The pool is right next to the open-air restaurant terrace so you get that incredible combination of swimming with ocean views and then dining with the same backdrop. The sunset from up there is one of the most beautiful things I have ever seen. Cocktails were creative and the chef curated a fresh catch menu daily. Perfect for couples and honeymooners.
REV0307,HTL078,The Botanical Hotel,Bangalore,4,4.4,2871,4461,491,34,26,1988,Yes,Yes,Yes,Yes,Yes,Backpackers,4.3,4.0,4.7,4.9,Swimming Pool|Kids Club|Gym|Airport Shuttle|Room Service|Free Parking|Bicycle Rental|Restaurant|Concierge,Zoo,8.1,Siddharth Roy,4.6,2024-08-09,The hotel looks great in photos but reality was different. The rooftop dining area is small and noisy. The sea view exists but only if you get a corner table which required booking days in advance. Pool maintenance was mediocre — the water was not very clean on day two of our stay. Check-in took nearly an hour. Positives — the bed was extremely comfortable and the breakfast buffet was actually quite good. Overall a below average experience for a supposedly 4-star property.
REV0308,HTL078,The Botanical Hotel,Bangalore,4,4.4,2871,4461,491,34,26,1988,Yes,Yes,Yes,Yes,Yes,Backpackers,4.3,4.0,4.7,4.9,Swimming Pool|Kids Club|Gym|Airport Shuttle|Room Service|Free Parking|Bicycle Rental|Restaurant|Concierge,Zoo,8.1,Rohan Gupta,3.7,2024-11-17,The most romantic hotel we have ever stayed at. The rooftop restaurant with its sea view and candle-lit tables is made for couples. The infinity pool right next to it means you can watch the stars from the water. Staff went out of their way to arrange a surprise sunset cruise for us. Room was elegantly designed with premium linen and a private balcony. This hotel understands romance at a deep level. Already planning to return for our next anniversary.
REV0309,HTL078,The Botanical Hotel,Bangalore,4,4.4,2871,4461,491,34,26,1988,Yes,Yes,Yes,Yes,Yes,Backpackers,4.3,4.0,4.7,4.9,Swimming Pool|Kids Club|Gym|Airport Shuttle|Room Service|Free Parking|Bicycle Rental|Restaurant|Concierge,Zoo,8.1,Neha Bansal,3.5,2024-02-01,"Ideal hotel for business travel. Fast internet throughout the property including in all meeting rooms. The executive floor rooms have a dedicated work desk, ergonomic chair, and extra power outlets. The restaurant stays open late which is helpful after evening client dinners. Conference room setup was professional and the AV team was very responsive. Location is central to the business district. The pool and gym helped me maintain my routine during the work week."
REV0310,HTL078,The Botanical Hotel,Bangalore,4,4.4,2871,4461,491,34,26,1988,Yes,Yes,Yes,Yes,Yes,Backpackers,4.3,4.0,4.7,4.9,Swimming Pool|Kids Club|Gym|Airport Shuttle|Room Service|Free Parking|Bicycle Rental|Restaurant|Concierge,Zoo,8.1,Manish Tiwari,5.0,2024-06-18,This heritage property is a beautifully restored 19th century mansion. Walking through the corridors feels like stepping back in time. The rooftop terrace overlooks a historic fort and the lake below — not a sea view but equally majestic. The restaurant serves traditional Rajasthani thali with authentic flavors that you simply cannot find in modern hotels. The courtyard pool surrounded by carved stone pillars is stunning. Every corner of this hotel is photogenic. Perfect for travelers who love history and culture.
REV0311,HTL079,The Metro Grand,Pune,5,3.0,311,12519,483,347,22,2002,No,No,Yes,Yes,Yes,Family,4.6,4.6,4.0,4.3,Gym|Concierge|Swimming Pool|Airport Shuttle|Kids Club|Bar|Free Parking|Conference Rooms|Restaurant,Golf Course,7.4,Ritu Agarwal,4.1,2024-08-22,The hotel looks great in photos but reality was different. The rooftop dining area is small and noisy. The sea view exists but only if you get a corner table which required booking days in advance. Pool maintenance was mediocre — the water was not very clean on day two of our stay. Check-in took nearly an hour. Positives — the bed was extremely comfortable and the breakfast buffet was actually quite good. Overall a below average experience for a supposedly 4-star property.
REV0312,HTL079,The Metro Grand,Pune,5,3.0,311,12519,483,347,22,2002,No,No,Yes,Yes,Yes,Family,4.6,4.6,4.0,4.3,Gym|Concierge|Swimming Pool|Airport Shuttle|Kids Club|Bar|Free Parking|Conference Rooms|Restaurant,Golf Course,7.4,Meera Pillai,3.8,2024-03-27,Stayed here for 4 nights as a solo traveler on a budget. The hostel-style social vibe was great — easy to meet people. Restaurant serves basic Indian and continental food at very reasonable prices. The pool is small but gets the job done after a hot day of sightseeing. Rooms are clean and the AC worked fine. No luxury amenities but the staff was friendly and the location is excellent. Would stay again.
REV0313,HTL079,The Metro Grand,Pune,5,3.0,311,12519,483,347,22,2002,No,No,Yes,Yes,Yes,Family,4.6,4.6,4.0,4.3,Gym|Concierge|Swimming Pool|Airport Shuttle|Kids Club|Bar|Free Parking|Conference Rooms|Restaurant,Golf Course,7.4,Ritu Agarwal,3.0,2024-02-16,We had our family reunion here with 12 adults and 5 children. The hotel handled our group beautifully. Multiple dining options in the restaurant and poolside snack bar made feeding everyone effortless. The kids had a blast at the pool area which has slides and splash pads. Common areas are well-supervised. Evening cultural performances at the courtyard were a hit with both adults and kids. Rooms were clean and the buffet breakfast was elaborate and fresh.
REV0314,HTL079,The Metro Grand,Pune,5,3.0,311,12519,483,347,22,2002,No,No,Yes,Yes,Yes,Family,4.6,4.6,4.0,4.3,Gym|Concierge|Swimming Pool|Airport Shuttle|Kids Club|Bar|Free Parking|Conference Rooms|Restaurant,Golf Course,7.4,Vikram Singh,4.4,2024-12-26,"Came here for a birthday celebration and the rooftop restaurant delivered. The city view from up top is spectacular, especially at night when the lights of the city spread out below you. The pool on the same level makes it a complete rooftop experience. Desserts were exceptional and the staff arranged a surprise cake. Service was personalized and thoughtful. The hotel is centrally located so sightseeing was easy. Highly recommend for special occasions."
REV0315,HTL079,The Metro Grand,Pune,5,3.0,311,12519,483,347,22,2002,No,No,Yes,Yes,Yes,Family,4.6,4.6,4.0,4.3,Gym|Concierge|Swimming Pool|Airport Shuttle|Kids Club|Bar|Free Parking|Conference Rooms|Restaurant,Golf Course,7.4,Ritu Agarwal,4.4,2024-03-22,"Stayed for a 5 day corporate conference. The conference facilities are excellent — high quality projectors, reliable gigabit Wi-Fi, and a dedicated business center with printing and scanning. The restaurant serves a solid breakfast buffet which is important for early morning meetings. The bar is a good spot for informal networking dinners. Rooms are soundproofed and quiet which I appreciate when working late. The pool was a great way to decompress after long sessions. Would book again for corporate events."
REV0316,HTL080,Emerald Bay Hotel,Delhi,3,4.4,1307,15278,539,210,18,2022,No,No,Yes,No,Yes,Couples,3.9,3.4,2.8,4.4,Bar|Conference Rooms|Swimming Pool|Gym|Concierge|Restaurant|Rooftop Lounge|Laundry,Zoo,8.9,Amit Verma,3.7,2024-11-06,Traveled here with my family including two kids aged 6 and 10. The hotel was super family-friendly. There is a dedicated kids pool with water slides separate from the adult pool. The kids club ran activities from morning to evening so the children were entertained while we adults relaxed by the main pool. The restaurant had a children's menu with familiar dishes. Rooms were spacious enough for four people comfortably. The hotel is within walking distance of a beach which the kids absolutely loved.
REV0317,HTL080,Emerald Bay Hotel,Delhi,3,4.4,1307,15278,539,210,18,2022,No,No,Yes,No,Yes,Couples,3.9,3.4,2.8,4.4,Bar|Conference Rooms|Swimming Pool|Gym|Concierge|Restaurant|Rooftop Lounge|Laundry,Zoo,8.9,Arjun Reddy,4.1,2024-01-15,"Came here for a birthday celebration and the rooftop restaurant delivered. The city view from up top is spectacular, especially at night when the lights of the city spread out below you. The pool on the same level makes it a complete rooftop experience. Desserts were exceptional and the staff arranged a surprise cake. Service was personalized and thoughtful. The hotel is centrally located so sightseeing was easy. Highly recommend for special occasions."
REV0318,HTL080,Emerald Bay Hotel,Delhi,3,4.4,1307,15278,539,210,18,2022,No,No,Yes,No,Yes,Couples,3.9,3.4,2.8,4.4,Bar|Conference Rooms|Swimming Pool|Gym|Concierge|Restaurant|Rooftop Lounge|Laundry,Zoo,8.9,Nikhil Joshi,3.0,2024-03-19,The hotel looks great in photos but reality was different. The rooftop dining area is small and noisy. The sea view exists but only if you get a corner table which required booking days in advance. Pool maintenance was mediocre — the water was not very clean on day two of our stay. Check-in took nearly an hour. Positives — the bed was extremely comfortable and the breakfast buffet was actually quite good. Overall a below average experience for a supposedly 4-star property.
REV0319,HTL080,Emerald Bay Hotel,Delhi,3,4.4,1307,15278,539,210,18,2022,No,No,Yes,No,Yes,Couples,3.9,3.4,2.8,4.4,Bar|Conference Rooms|Swimming Pool|Gym|Concierge|Restaurant|Rooftop Lounge|Laundry,Zoo,8.9,Anjali Nair,3.7,2024-02-05,"Great hotel for families. The swimming pool has a shallow section for kids and lifeguards are always present which gave us peace of mind. The restaurant serves continental and Indian food and the kitchen accommodated our kids' food preferences without any fuss. The family suite was large with a separate sleeping area for children. Staff was warm and patient with our little ones. The property is clean, safe, and well-maintained. Highly recommend for family vacations."
REV0320,HTL081,The Metro Grand Chennai,Chennai,4,3.7,2005,14060,204,39,14,2008,Yes,No,Yes,Yes,Yes,Solo Travelers,3.5,4.8,3.3,3.2,Free Parking|Bar|Gym|Spa|Swimming Pool|Laundry|Bicycle Rental|Kids Club,Botanical Garden,6.0,Deepika Bhatt,3.4,2024-04-06,This heritage property is a beautifully restored 19th century mansion. Walking through the corridors feels like stepping back in time. The rooftop terrace overlooks a historic fort and the lake below — not a sea view but equally majestic. The restaurant serves traditional Rajasthani thali with authentic flavors that you simply cannot find in modern hotels. The courtyard pool surrounded by carved stone pillars is stunning. Every corner of this hotel is photogenic. Perfect for travelers who love history and culture.
REV0321,HTL081,The Metro Grand Chennai,Chennai,4,3.7,2005,14060,204,39,14,2008,Yes,No,Yes,Yes,Yes,Solo Travelers,3.5,4.8,3.3,3.2,Free Parking|Bar|Gym|Spa|Swimming Pool|Laundry|Bicycle Rental|Kids Club,Botanical Garden,6.0,Siddharth Roy,2.5,2024-04-24,Had a mixed experience. The rooftop restaurant was advertised as having sea views but was partially blocked by a neighboring building — disappointing. The pool was often overcrowded and sunbeds were hard to find after 9am. Food at the restaurant was average at best and room service arrived cold on two occasions. The rooms themselves were clean and comfortable but the price point does not match the delivery on amenities. Staff was polite but service was slow. Would not return at this price.
REV0322,HTL081,The Metro Grand Chennai,Chennai,4,3.7,2005,14060,204,39,14,2008,Yes,No,Yes,Yes,Yes,Solo Travelers,3.5,4.8,3.3,3.2,Free Parking|Bar|Gym|Spa|Swimming Pool|Laundry|Bicycle Rental|Kids Club,Botanical Garden,6.0,Vikram Singh,3.0,2024-01-19,Traveled here with my family including two kids aged 6 and 10. The hotel was super family-friendly. There is a dedicated kids pool with water slides separate from the adult pool. The kids club ran activities from morning to evening so the children were entertained while we adults relaxed by the main pool. The restaurant had a children's menu with familiar dishes. Rooms were spacious enough for four people comfortably. The hotel is within walking distance of a beach which the kids absolutely loved.
REV0323,HTL081,The Metro Grand Chennai,Chennai,4,3.7,2005,14060,204,39,14,2008,Yes,No,Yes,Yes,Yes,Solo Travelers,3.5,4.8,3.3,3.2,Free Parking|Bar|Gym|Spa|Swimming Pool|Laundry|Bicycle Rental|Kids Club,Botanical Garden,6.0,Manish Tiwari,2.9,2024-06-23,"Came here for a birthday celebration and the rooftop restaurant delivered. The city view from up top is spectacular, especially at night when the lights of the city spread out below you. The pool on the same level makes it a complete rooftop experience. Desserts were exceptional and the staff arranged a surprise cake. Service was personalized and thoughtful. The hotel is centrally located so sightseeing was easy. Highly recommend for special occasions."
REV0324,HTL082,Sunset Haven Chennai,Chennai,4,4.5,2602,3092,249,358,8,1986,Yes,Yes,No,No,No,Couples,4.1,3.9,2.9,4.4,Swimming Pool|Bar|Conference Rooms|Airport Shuttle|Spa|Pet Friendly|Laundry|Gym|Restaurant,Local Market,5.2,Rohan Gupta,4.4,2024-09-07,Rooftop restaurant with sea view — this was the main reason we booked and we were not disappointed. The pool sits right at the edge of the terrace overlooking the coastline. Dining experience was top tier. The pasta and grilled fish were outstanding. Ambiance in the evening with fairy lights and the sound of the sea was romantic beyond words. Rooms were also clean and well-maintained. Great value for a premium coastal experience.
REV0325,HTL082,Sunset Haven Chennai,Chennai,4,4.5,2602,3092,249,358,8,1986,Yes,Yes,No,No,No,Couples,4.1,3.9,2.9,4.4,Swimming Pool|Bar|Conference Rooms|Airport Shuttle|Spa|Pet Friendly|Laundry|Gym|Restaurant,Local Market,5.2,Meera Pillai,4.3,2024-05-06,The rooftop lounge and restaurant is the highlight of this city hotel. Sitting 22 floors up with a panoramic 360 degree view of the city skyline is something else. We had cocktails and small plates up there every evening. The pool on the rooftop is a gorgeous glass edge pool that gives you a stunning overhead view of the streets below. Food is fusion cuisine and the quality is very high. Perfect for a long weekend city break.
REV0326,HTL082,Sunset Haven Chennai,Chennai,4,4.5,2602,3092,249,358,8,1986,Yes,Yes,No,No,No,Couples,4.1,3.9,2.9,4.4,Swimming Pool|Bar|Conference Rooms|Airport Shuttle|Spa|Pet Friendly|Laundry|Gym|Restaurant,Local Market,5.2,Priya Mehta,3.9,2024-04-23,The hotel sits right on the lake and every room has a water view. The restaurant is built on a jetty that extends over the lake — dining above still water with mountains reflected in it is a surreal experience. It is not a sea view but the lake view is arguably more beautiful and peaceful. The pool is positioned at the edge of the property with the lake just beyond it. Boat rides are available at sunrise which we highly recommend. Great for couples and nature lovers.
REV0327,HTL082,Sunset Haven Chennai,Chennai,4,4.5,2602,3092,249,358,8,1986,Yes,Yes,No,No,No,Couples,4.1,3.9,2.9,4.4,Swimming Pool|Bar|Conference Rooms|Airport Shuttle|Spa|Pet Friendly|Laundry|Gym|Restaurant,Local Market,5.2,Deepika Bhatt,3.3,2024-01-01,We had our family reunion here with 12 adults and 5 children. The hotel handled our group beautifully. Multiple dining options in the restaurant and poolside snack bar made feeding everyone effortless. The kids had a blast at the pool area which has slides and splash pads. Common areas are well-supervised. Evening cultural performances at the courtyard were a hit with both adults and kids. Rooms were clean and the buffet breakfast was elaborate and fresh.
REV0328,HTL082,Sunset Haven Chennai,Chennai,4,4.5,2602,3092,249,358,8,1986,Yes,Yes,No,No,No,Couples,4.1,3.9,2.9,4.4,Swimming Pool|Bar|Conference Rooms|Airport Shuttle|Spa|Pet Friendly|Laundry|Gym|Restaurant,Local Market,5.2,Amit Verma,4.8,2024-10-22,"Booked the honeymoon package and it was absolutely perfect. Private candlelit dinner on the rooftop with the ocean as our backdrop. The pool was heated and we had it to ourselves in the evening — the hotel staff set up floats and chilled wine for us. Rose petals in the room, champagne on arrival, and a surprise dessert plate on our anniversary night. The rooftop restaurant has a curated tasting menu that was one of the best meals of our lives. Service was discreet, warm, and deeply thoughtful."
REV0329,HTL083,The Hillside Manor Jaipur,Jaipur,5,3.0,464,9885,436,253,20,2001,No,Yes,Yes,Yes,Yes,Backpackers,3.7,4.4,3.6,3.2,Swimming Pool|Laundry|Gym|Airport Shuttle,National Park,3.4,Arjun Reddy,3.0,2024-07-13,"Booked the honeymoon package and it was absolutely perfect. Private candlelit dinner on the rooftop with the ocean as our backdrop. The pool was heated and we had it to ourselves in the evening — the hotel staff set up floats and chilled wine for us. Rose petals in the room, champagne on arrival, and a surprise dessert plate on our anniversary night. The rooftop restaurant has a curated tasting menu that was one of the best meals of our lives. Service was discreet, warm, and deeply thoughtful."
REV0330,HTL083,The Hillside Manor Jaipur,Jaipur,5,3.0,464,9885,436,253,20,2001,No,Yes,Yes,Yes,Yes,Backpackers,3.7,4.4,3.6,3.2,Swimming Pool|Laundry|Gym|Airport Shuttle,National Park,3.4,Karan Malhotra,3.2,2024-07-23,"Ideal hotel for business travel. Fast internet throughout the property including in all meeting rooms. The executive floor rooms have a dedicated work desk, ergonomic chair, and extra power outlets. The restaurant stays open late which is helpful after evening client dinners. Conference room setup was professional and the AV team was very responsive. Location is central to the business district. The pool and gym helped me maintain my routine during the work week."
REV0331,HTL083,The Hillside Manor Jaipur,Jaipur,5,3.0,464,9885,436,253,20,2001,No,Yes,Yes,Yes,Yes,Backpackers,3.7,4.4,3.6,3.2,Swimming Pool|Laundry|Gym|Airport Shuttle,National Park,3.4,Deepika Bhatt,4.5,2024-11-26,"The hotel's rooftop is its crown jewel. A full-service restaurant on top with 180 degree sea views and a heated infinity pool that seems to merge into the ocean. We had breakfast, lunch, and dinner all at the rooftop because we simply could not leave. The pool area has comfortable sunbeds and the staff serves poolside drinks and snacks. If you want sea view dining combined with a rooftop pool experience, this is the place."
REV0332,HTL083,The Hillside Manor Jaipur,Jaipur,5,3.0,464,9885,436,253,20,2001,No,Yes,Yes,Yes,Yes,Backpackers,3.7,4.4,3.6,3.2,Swimming Pool|Laundry|Gym|Airport Shuttle,National Park,3.4,Anjali Nair,2.8,2024-12-24,"This hotel is a true wellness sanctuary. The spa is the best I have experienced in India — highly skilled therapists, premium oils, and a beautifully designed treatment room with soft natural light. Post-spa the pool area is serene and rarely crowded. The restaurant serves a dedicated wellness menu with fresh juices, salads, and low-calorie options alongside regular meals. There is no rooftop restaurant but the ground floor dining area has large windows with a garden view. Ideal for anyone seeking rest and rejuvenation."
REV0333,HTL084,Sunset Haven,Jaipur,5,3.9,2380,15857,385,332,26,2007,Partially,Yes,Yes,No,No,Couples,4.8,3.9,2.7,4.3,Concierge|Laundry|Airport Shuttle|Pet Friendly,Zoo,7.3,Manish Tiwari,4.2,2024-10-04,Had a mixed experience. The rooftop restaurant was advertised as having sea views but was partially blocked by a neighboring building — disappointing. The pool was often overcrowded and sunbeds were hard to find after 9am. Food at the restaurant was average at best and room service arrived cold on two occasions. The rooms themselves were clean and comfortable but the price point does not match the delivery on amenities. Staff was polite but service was slow. Would not return at this price.
REV0334,HTL084,Sunset Haven,Jaipur,5,3.9,2380,15857,385,332,26,2007,Partially,Yes,Yes,No,No,Couples,4.8,3.9,2.7,4.3,Concierge|Laundry|Airport Shuttle|Pet Friendly,Zoo,7.3,Divya Choudhary,4.2,2024-04-16,"Came here for a birthday celebration and the rooftop restaurant delivered. The city view from up top is spectacular, especially at night when the lights of the city spread out below you. The pool on the same level makes it a complete rooftop experience. Desserts were exceptional and the staff arranged a surprise cake. Service was personalized and thoughtful. The hotel is centrally located so sightseeing was easy. Highly recommend for special occasions."
REV0335,HTL084,Sunset Haven,Jaipur,5,3.9,2380,15857,385,332,26,2007,Partially,Yes,Yes,No,No,Couples,4.8,3.9,2.7,4.3,Concierge|Laundry|Airport Shuttle|Pet Friendly,Zoo,7.3,Meera Pillai,4.2,2024-11-13,Woke up every morning to the sound of birds and the sight of mist rising off the lake. The open-air lakeside restaurant serves excellent local cuisine and the ambiance is very romantic. The pool overlooks the lake and you can see boats drifting past while you swim. The hotel is well-maintained and the staff was consistently helpful. Ideal for a peaceful escape from city life. One of the most beautiful properties we have stayed at in India.
REV0336,HTL085,Urban Oasis Hotel Hyderabad,Hyderabad,5,2.9,2685,6642,717,454,32,2016,Yes,Yes,No,No,Yes,Groups,4.9,3.1,3.1,4.3,Laundry|Restaurant|Spa|Kids Club|Concierge|Free Parking|Airport Shuttle,Local Market,8.6,Rahul Sharma,2.8,2024-07-02,"Came here for a birthday celebration and the rooftop restaurant delivered. The city view from up top is spectacular, especially at night when the lights of the city spread out below you. The pool on the same level makes it a complete rooftop experience. Desserts were exceptional and the staff arranged a surprise cake. Service was personalized and thoughtful. The hotel is centrally located so sightseeing was easy. Highly recommend for special occasions."
